year,number,month,state
2001,1191,Maio,Mato Grosso
2002,2522,Maio,Mato Grosso
2003,2765,Maio,Mato Grosso
2004,4053,Maio,Mato Grosso
2005,2259,Maio,Mato Grosso
2006,1013,Maio,Mato Grosso
2007,1546,Maio,Mato Grosso
2008,522,Maio,Mato Grosso
2009,601,Maio,Mato Grosso
2010,1382,Maio,Mato Grosso
2011,640,Maio,Mato Grosso
2012,958,Maio,Mato Grosso
2013,962,Maio,Mato Grosso
2014,803,Maio,Mato Grosso
2015,437,Maio,Mato Grosso
2016,929,Maio,Mato Grosso
2017,844,Maio,Mato Grosso
2018,985,Maio,Mato Grosso
2019,1118,Maio,Mato Grosso
2020,951,Maio,Mato Grosso
2021,0,Maio,Mato Grosso
1998,2200,Junho,Mato Grosso
1999,2201,Junho,Mato Grosso
2000,4358,Junho,Mato Grosso
2001,6641,Junho,Mato Grosso
2002,7879,Junho,Mato Grosso
2003,9038,Junho,Mato Grosso
2004,11530,Junho,Mato Grosso
2005,2696,Junho,Mato Grosso
2006,2398,Junho,Mato Grosso
2007,3552,Junho,Mato Grosso
2008,1147,Junho,Mato Grosso
2009,1148,Junho,Mato Grosso
2010,2186,Junho,Mato Grosso
2011,1074,Junho,Mato Grosso
2012,1933,Junho,Mato Grosso
2013,1388,Junho,Mato Grosso
2014,1696,Junho,Mato Grosso
2015,1328,Junho,Mato Grosso
2016,1306,Junho,Mato Grosso
2017,1476,Junho,Mato Grosso
2018,1623,Junho,Mato Grosso
2019,2151,Junho,Mato Grosso
2020,1960,Junho,Mato Grosso
2021,0,Junho,Mato Grosso
1998,3711,Julho,Mato Grosso
1999,3926,Julho,Mato Grosso
2000,1335,Julho,Mato Grosso
2001,1554,Julho,Mato Grosso
2002,6932,Julho,Mato Grosso
2003,12311,Julho,Mato Grosso
2004,13214,Julho,Mato Grosso
2005,6543,Julho,Mato Grosso
2006,4561,Julho,Mato Grosso
2007,4217,Julho,Mato Grosso
2008,2497,Julho,Mato Grosso
2009,1730,Julho,Mato Grosso
2010,4037,Julho,Mato Grosso
2011,1066,Julho,Mato Grosso
2012,2120,Julho,Mato Grosso
2013,1711,Julho,Mato Grosso
2014,2112,Julho,Mato Grosso
2015,1461,Julho,Mato Grosso
2016,3301,Julho,Mato Grosso
2017,2100,Julho,Mato Grosso
2018,1816,Julho,Mato Grosso
2019,2326,Julho,Mato Grosso
2020,2429,Julho,Mato Grosso
2021,0,Julho,Mato Grosso
1998,15404,Agosto,Mato Grosso
1999,18563,Agosto,Mato Grosso
2000,6059,Agosto,Mato Grosso
2001,7755,Agosto,Mato Grosso
2002,16911,Agosto,Mato Grosso
2003,12841,Agosto,Mato Grosso
2004,16025,Agosto,Mato Grosso
2005,18153,Agosto,Mato Grosso
2006,9975,Agosto,Mato Grosso
2007,18331,Agosto,Mato Grosso
2008,5259,Agosto,Mato Grosso
2009,2326,Agosto,Mato Grosso
2010,17459,Agosto,Mato Grosso
2011,2652,Agosto,Mato Grosso
2012,6429,Agosto,Mato Grosso
2013,3739,Agosto,Mato Grosso
2014,6418,Agosto,Mato Grosso
2015,4498,Agosto,Mato Grosso
2016,6168,Agosto,Mato Grosso
2017,4578,Agosto,Mato Grosso
2018,2650,Agosto,Mato Grosso
2019,8030,Agosto,Mato Grosso
2020,10430,Agosto,Mato Grosso
2021,0,Agosto,Mato Grosso
1998,10360,Setembro,Mato Grosso
1999,11726,Setembro,Mato Grosso
2000,6251,Setembro,Mato Grosso
2001,8487,Setembro,Mato Grosso
2002,18707,Setembro,Mato Grosso
2003,19936,Setembro,Mato Grosso
2004,34088,Setembro,Mato Grosso
2005,27674,Setembro,Mato Grosso
2006,17382,Setembro,Mato Grosso
2007,37231,Setembro,Mato Grosso
2008,9639,Setembro,Mato Grosso
2009,3692,Setembro,Mato Grosso
2010,24140,Setembro,Mato Grosso
2011,6634,Setembro,Mato Grosso
2012,10620,Setembro,Mato Grosso
2013,5915,Setembro,Mato Grosso
2014,6569,Setembro,Mato Grosso
2015,8933,Setembro,Mato Grosso
2016,8284,Setembro,Mato Grosso
2017,14840,Setembro,Mato Grosso
2018,6638,Setembro,Mato Grosso
2019,10747,Setembro,Mato Grosso
2020,20312,Setembro,Mato Grosso
2021,0,Setembro,Mato Grosso
1998,2705,Outubro,Mato Grosso
1999,6111,Outubro,Mato Grosso
2000,6063,Outubro,Mato Grosso
2001,6544,Outubro,Mato Grosso
2002,10863,Outubro,Mato Grosso
2003,6660,Outubro,Mato Grosso
2004,11405,Outubro,Mato Grosso
2005,9852,Outubro,Mato Grosso
2006,2818,Outubro,Mato Grosso
2007,11291,Outubro,Mato Grosso
2008,7778,Outubro,Mato Grosso
2009,3173,Outubro,Mato Grosso
2010,5433,Outubro,Mato Grosso
2011,2533,Outubro,Mato Grosso
2012,3475,Outubro,Mato Grosso
2013,1828,Outubro,Mato Grosso
2014,4657,Outubro,Mato Grosso
2015,5730,Outubro,Mato Grosso
2016,2715,Outubro,Mato Grosso
2017,3738,Outubro,Mato Grosso
2018,1711,Outubro,Mato Grosso
2019,1774,Outubro,Mato Grosso
2020,5259,Outubro,Mato Grosso
2021,0,Outubro,Mato Grosso
1998,182,Novembro,Mato Grosso
1999,842,Novembro,Mato Grosso
2000,502,Novembro,Mato Grosso
2001,373,Novembro,Mato Grosso
2002,3247,Novembro,Mato Grosso
2003,2443,Novembro,Mato Grosso
2004,2825,Novembro,Mato Grosso
2005,1539,Novembro,Mato Grosso
2006,2711,Novembro,Mato Grosso
2007,1025,Novembro,Mato Grosso
2008,984,Novembro,Mato Grosso
2009,730,Novembro,Mato Grosso
2010,920,Novembro,Mato Grosso
2011,1198,Novembro,Mato Grosso
2012,488,Novembro,Mato Grosso
2013,906,Novembro,Mato Grosso
2014,836,Novembro,Mato Grosso
2015,1670,Novembro,Mato Grosso
2016,855,Novembro,Mato Grosso
2017,928,Novembro,Mato Grosso
2018,363,Novembro,Mato Grosso
2019,1176,Novembro,Mato Grosso
2020,1919,Novembro,Mato Grosso
2021,0,Novembro,Mato Grosso
1998,76,Dezembro,Mato Grosso
1999,47,Dezembro,Mato Grosso
2000,98,Dezembro,Mato Grosso
2001,37,Dezembro,Mato Grosso
2002,1127,Dezembro,Mato Grosso
2003,1646,Dezembro,Mato Grosso
2004,1446,Dezembro,Mato Grosso
2005,564,Dezembro,Mato Grosso
2006,305,Dezembro,Mato Grosso
2007,537,Dezembro,Mato Grosso
2008,597,Dezembro,Mato Grosso
2009,207,Dezembro,Mato Grosso
2010,1133,Dezembro,Mato Grosso
2011,453,Dezembro,Mato Grosso
2012,572,Dezembro,Mato Grosso
2013,408,Dezembro,Mato Grosso
2014,347,Dezembro,Mato Grosso
2015,1413,Dezembro,Mato Grosso
2016,399,Dezembro,Mato Grosso
2017,249,Dezembro,Mato Grosso
2018,471,Dezembro,Mato Grosso
2019,666,Dezembro,Mato Grosso
2020,612,Dezembro,Mato Grosso
2021,0,Dezembro,Mato Grosso
1998,0,Janeiro,Mato Grosso do Sul
1999,239,Janeiro,Mato Grosso do Sul
2000,326,Janeiro,Mato Grosso do Sul
2001,97,Janeiro,Mato Grosso do Sul
2002,305,Janeiro,Mato Grosso do Sul
2003,238,Janeiro,Mato Grosso do Sul
2004,375,Janeiro,Mato Grosso do Sul
2005,71,Janeiro,Mato Grosso do Sul
2006,72,Janeiro,Mato Grosso do Sul
2007,23,Janeiro,Mato Grosso do Sul
2008,59,Janeiro,Mato Grosso do Sul
2009,310,Janeiro,Mato Grosso do Sul
2010,80,Janeiro,Mato Grosso do Sul
2011,148,Janeiro,Mato Grosso do Sul
2012,187,Janeiro,Mato Grosso do Sul
2013,161,Janeiro,Mato Grosso do Sul
2014,156,Janeiro,Mato Grosso do Sul
2015,176,Janeiro,Mato Grosso do Sul
2016,108,Janeiro,Mato Grosso do Sul
2017,322,Janeiro,Mato Grosso do Sul
2018,47,Janeiro,Mato Grosso do Sul
2019,542,Janeiro,Mato Grosso do Sul
2020,226,Janeiro,Mato Grosso do Sul
2021,44,Janeiro,Mato Grosso do Sul
1998,0,Fevereiro,Mato Grosso do Sul
1999,69,Fevereiro,Mato Grosso do Sul
2000,81,Fevereiro,Mato Grosso do Sul
2001,90,Fevereiro,Mato Grosso do Sul
2002,98,Fevereiro,Mato Grosso do Sul
2003,142,Fevereiro,Mato Grosso do Sul
2004,271,Fevereiro,Mato Grosso do Sul
2005,301,Fevereiro,Mato Grosso do Sul
2006,149,Fevereiro,Mato Grosso do Sul
2007,137,Fevereiro,Mato Grosso do Sul
2008,108,Fevereiro,Mato Grosso do Sul
2009,173,Fevereiro,Mato Grosso do Sul
2010,167,Fevereiro,Mato Grosso do Sul
2011,66,Fevereiro,Mato Grosso do Sul
2012,127,Fevereiro,Mato Grosso do Sul
2013,107,Fevereiro,Mato Grosso do Sul
2014,119,Fevereiro,Mato Grosso do Sul
2015,106,Fevereiro,Mato Grosso do Sul
2016,119,Fevereiro,Mato Grosso do Sul
2017,146,Fevereiro,Mato Grosso do Sul
2018,50,Fevereiro,Mato Grosso do Sul
2019,290,Fevereiro,Mato Grosso do Sul
2020,250,Fevereiro,Mato Grosso do Sul
2021,119,Fevereiro,Mato Grosso do Sul
1998,0,Março,Mato Grosso do Sul
1999,100,Março,Mato Grosso do Sul
2000,23,Março,Mato Grosso do Sul
2001,39,Março,Mato Grosso do Sul
2002,115,Março,Mato Grosso do Sul
2003,159,Março,Mato Grosso do Sul
2004,323,Março,Mato Grosso do Sul
2005,261,Março,Mato Grosso do Sul
2006,166,Março,Mato Grosso do Sul
2007,179,Março,Mato Grosso do Sul
2008,128,Março,Mato Grosso do Sul
2009,150,Março,Mato Grosso do Sul
2010,178,Março,Mato Grosso do Sul
2011,47,Março,Mato Grosso do Sul
2012,192,Março,Mato Grosso do Sul
2013,160,Março,Mato Grosso do Sul
2014,72,Março,Mato Grosso do Sul
2015,119,Março,Mato Grosso do Sul
2016,101,Março,Mato Grosso do Sul
2017,164,Março,Mato Grosso do Sul
2018,163,Março,Mato Grosso do Sul
2019,159,Março,Mato Grosso do Sul
2020,575,Março,Mato Grosso do Sul
2021,0,Março,Mato Grosso do Sul
1998,0,Abril,Mato Grosso do Sul
1999,97,Abril,Mato Grosso do Sul
2000,90,Abril,Mato Grosso do Sul
2001,108,Abril,Mato Grosso do Sul
2002,230,Abril,Mato Grosso do Sul
2003,177,Abril,Mato Grosso do Sul
2004,175,Abril,Mato Grosso do Sul
2005,251,Abril,Mato Grosso do Sul
2006,106,Abril,Mato Grosso do Sul
2007,169,Abril,Mato Grosso do Sul
2008,116,Abril,Mato Grosso do Sul
2009,639,Abril,Mato Grosso do Sul
2010,162,Abril,Mato Grosso do Sul
2011,31,Abril,Mato Grosso do Sul
2012,105,Abril,Mato Grosso do Sul
2013,93,Abril,Mato Grosso do Sul
2014,113,Abril,Mato Grosso do Sul
2015,54,Abril,Mato Grosso do Sul
2016,141,Abril,Mato Grosso do Sul
2017,69,Abril,Mato Grosso do Sul
2018,94,Abril,Mato Grosso do Sul
2019,70,Abril,Mato Grosso do Sul
2020,813,Abril,Mato Grosso do Sul
2021,0,Abril,Mato Grosso do Sul
1998,0,Maio,Mato Grosso do Sul
1999,206,Maio,Mato Grosso do Sul
2000,127,Maio,Mato Grosso do Sul
2001,112,Maio,Mato Grosso do Sul
2002,88,Maio,Mato Grosso do Sul
2003,273,Maio,Mato Grosso do Sul
2004,58,Maio,Mato Grosso do Sul
2005,483,Maio,Mato Grosso do Sul
2006,298,Maio,Mato Grosso do Sul
2007,242,Maio,Mato Grosso do Sul
2008,152,Maio,Mato Grosso do Sul
2009,866,Maio,Mato Grosso do Sul
2010,132,Maio,Mato Grosso do Sul
2011,106,Maio,Mato Grosso do Sul
2012,154,Maio,Mato Grosso do Sul
2013,96,Maio,Mato Grosso do Sul
2014,68,Maio,Mato Grosso do Sul
2015,54,Maio,Mato Grosso do Sul
2016,98,Maio,Mato Grosso do Sul
2017,69,Maio,Mato Grosso do Sul
2018,100,Maio,Mato Grosso do Sul
2019,113,Maio,Mato Grosso do Sul
2020,355,Maio,Mato Grosso do Sul
2021,0,Maio,Mato Grosso do Sul
1998,82,Junho,Mato Grosso do Sul
1999,125,Junho,Mato Grosso do Sul
2000,157,Junho,Mato Grosso do Sul
2001,250,Junho,Mato Grosso do Sul
2002,520,Junho,Mato Grosso do Sul
2003,499,Junho,Mato Grosso do Sul
2004,550,Junho,Mato Grosso do Sul
2005,557,Junho,Mato Grosso do Sul
2006,285,Junho,Mato Grosso do Sul
2007,530,Junho,Mato Grosso do Sul
2008,163,Junho,Mato Grosso do Sul
2009,434,Junho,Mato Grosso do Sul
2010,408,Junho,Mato Grosso do Sul
2011,117,Junho,Mato Grosso do Sul
2012,110,Junho,Mato Grosso do Sul
2013,46,Junho,Mato Grosso do Sul
2014,81,Junho,Mato Grosso do Sul
2015,289,Junho,Mato Grosso do Sul
2016,132,Junho,Mato Grosso do Sul
2017,150,Junho,Mato Grosso do Sul
2018,131,Junho,Mato Grosso do Sul
2019,397,Junho,Mato Grosso do Sul
2020,508,Junho,Mato Grosso do Sul
2021,0,Junho,Mato Grosso do Sul
1998,360,Julho,Mato Grosso do Sul
1999,1297,Julho,Mato Grosso do Sul
2000,160,Julho,Mato Grosso do Sul
2001,590,Julho,Mato Grosso do Sul
2002,1064,Julho,Mato Grosso do Sul
2003,571,Julho,Mato Grosso do Sul
2004,598,Julho,Mato Grosso do Sul
2005,1364,Julho,Mato Grosso do Sul
2006,728,Julho,Mato Grosso do Sul
2007,592,Julho,Mato Grosso do Sul
2008,358,Julho,Mato Grosso do Sul
2009,369,Julho,Mato Grosso do Sul
2010,701,Julho,Mato Grosso do Sul
2011,270,Julho,Mato Grosso do Sul
2012,553,Julho,Mato Grosso do Sul
2013,226,Julho,Mato Grosso do Sul
2014,190,Julho,Mato Grosso do Sul
2015,355,Julho,Mato Grosso do Sul
2016,673,Julho,Mato Grosso do Sul
2017,817,Julho,Mato Grosso do Sul
2018,333,Julho,Mato Grosso do Sul
2019,748,Julho,Mato Grosso do Sul
2020,1305,Julho,Mato Grosso do Sul
2021,0,Julho,Mato Grosso do Sul
1998,228,Agosto,Mato Grosso do Sul
1999,4356,Agosto,Mato Grosso do Sul
2000,530,Agosto,Mato Grosso do Sul
2001,2450,Agosto,Mato Grosso do Sul
2002,4183,Agosto,Mato Grosso do Sul
2003,1002,Agosto,Mato Grosso do Sul
2004,1605,Agosto,Mato Grosso do Sul
2005,6141,Agosto,Mato Grosso do Sul
2006,1570,Agosto,Mato Grosso do Sul
2007,2279,Agosto,Mato Grosso do Sul
2008,823,Agosto,Mato Grosso do Sul
2009,818,Agosto,Mato Grosso do Sul
2010,1901,Agosto,Mato Grosso do Sul
2011,567,Agosto,Mato Grosso do Sul
2012,2782,Agosto,Mato Grosso do Sul
2013,715,Agosto,Mato Grosso do Sul
2014,296,Agosto,Mato Grosso do Sul
2015,1200,Agosto,Mato Grosso do Sul
2016,1292,Agosto,Mato Grosso do Sul
2017,1159,Agosto,Mato Grosso do Sul
2018,442,Agosto,Mato Grosso do Sul
2019,2430,Agosto,Mato Grosso do Sul
2020,2508,Agosto,Mato Grosso do Sul
2021,0,Agosto,Mato Grosso do Sul
1998,457,Setembro,Mato Grosso do Sul
1999,2971,Setembro,Mato Grosso do Sul
2000,509,Setembro,Mato Grosso do Sul
2001,1384,Setembro,Mato Grosso do Sul
2002,2930,Setembro,Mato Grosso do Sul
2003,1185,Setembro,Mato Grosso do Sul
2004,3070,Setembro,Mato Grosso do Sul
2005,2291,Setembro,Mato Grosso do Sul
2006,1199,Setembro,Mato Grosso do Sul
2007,5380,Setembro,Mato Grosso do Sul
2008,1754,Setembro,Mato Grosso do Sul
2009,1165,Setembro,Mato Grosso do Sul
2010,2197,Setembro,Mato Grosso do Sul
2011,1048,Setembro,Mato Grosso do Sul
2012,2166,Setembro,Mato Grosso do Sul
2013,1088,Setembro,Mato Grosso do Sul
2014,343,Setembro,Mato Grosso do Sul
2015,1263,Setembro,Mato Grosso do Sul
2016,2292,Setembro,Mato Grosso do Sul
2017,2084,Setembro,Mato Grosso do Sul
2018,642,Setembro,Mato Grosso do Sul
2019,3210,Setembro,Mato Grosso do Sul
2020,3097,Setembro,Mato Grosso do Sul
2021,0,Setembro,Mato Grosso do Sul
1998,576,Outubro,Mato Grosso do Sul
1999,2056,Outubro,Mato Grosso do Sul
2000,657,Outubro,Mato Grosso do Sul
2001,563,Outubro,Mato Grosso do Sul
2002,2586,Outubro,Mato Grosso do Sul
2003,710,Outubro,Mato Grosso do Sul
2004,1104,Outubro,Mato Grosso do Sul
2005,806,Outubro,Mato Grosso do Sul
2006,333,Outubro,Mato Grosso do Sul
2007,1268,Outubro,Mato Grosso do Sul
2008,515,Outubro,Mato Grosso do Sul
2009,895,Outubro,Mato Grosso do Sul
2010,746,Outubro,Mato Grosso do Sul
2011,348,Outubro,Mato Grosso do Sul
2012,689,Outubro,Mato Grosso do Sul
2013,393,Outubro,Mato Grosso do Sul
2014,529,Outubro,Mato Grosso do Sul
2015,451,Outubro,Mato Grosso do Sul
2016,1070,Outubro,Mato Grosso do Sul
2017,541,Outubro,Mato Grosso do Sul
2018,124,Outubro,Mato Grosso do Sul
2019,2310,Outubro,Mato Grosso do Sul
2020,1949,Outubro,Mato Grosso do Sul
2021,0,Outubro,Mato Grosso do Sul
1998,307,Novembro,Mato Grosso do Sul
1999,1195,Novembro,Mato Grosso do Sul
2000,274,Novembro,Mato Grosso do Sul
2001,220,Novembro,Mato Grosso do Sul
2002,1938,Novembro,Mato Grosso do Sul
2003,476,Novembro,Mato Grosso do Sul
2004,312,Novembro,Mato Grosso do Sul
2005,226,Novembro,Mato Grosso do Sul
2006,250,Novembro,Mato Grosso do Sul
2007,245,Novembro,Mato Grosso do Sul
2008,182,Novembro,Mato Grosso do Sul
2009,409,Novembro,Mato Grosso do Sul
2010,335,Novembro,Mato Grosso do Sul
2011,439,Novembro,Mato Grosso do Sul
2012,150,Novembro,Mato Grosso do Sul
2013,368,Novembro,Mato Grosso do Sul
2014,175,Novembro,Mato Grosso do Sul
2015,228,Novembro,Mato Grosso do Sul
2016,235,Novembro,Mato Grosso do Sul
2017,136,Novembro,Mato Grosso do Sul
2018,56,Novembro,Mato Grosso do Sul
2019,1243,Novembro,Mato Grosso do Sul
2020,299,Novembro,Mato Grosso do Sul
2021,0,Novembro,Mato Grosso do Sul
1998,101,Dezembro,Mato Grosso do Sul
1999,306,Dezembro,Mato Grosso do Sul
2000,139,Dezembro,Mato Grosso do Sul
2001,143,Dezembro,Mato Grosso do Sul
2002,486,Dezembro,Mato Grosso do Sul
2003,180,Dezembro,Mato Grosso do Sul
2004,175,Dezembro,Mato Grosso do Sul
2005,152,Dezembro,Mato Grosso do Sul
2006,88,Dezembro,Mato Grosso do Sul
2007,95,Dezembro,Mato Grosso do Sul
2008,472,Dezembro,Mato Grosso do Sul
2009,85,Dezembro,Mato Grosso do Sul
2010,349,Dezembro,Mato Grosso do Sul
2011,544,Dezembro,Mato Grosso do Sul
2012,213,Dezembro,Mato Grosso do Sul
2013,162,Dezembro,Mato Grosso do Sul
2014,72,Dezembro,Mato Grosso do Sul
2015,322,Dezembro,Mato Grosso do Sul
2016,112,Dezembro,Mato Grosso do Sul
2017,80,Dezembro,Mato Grosso do Sul
2018,198,Dezembro,Mato Grosso do Sul
2019,141,Dezembro,Mato Grosso do Sul
2020,195,Dezembro,Mato Grosso do Sul
2021,0,Dezembro,Mato Grosso do Sul
1998,0,Janeiro,Minas Gerais
1999,36,Janeiro,Minas Gerais
2000,24,Janeiro,Minas Gerais
2001,18,Janeiro,Minas Gerais
2002,29,Janeiro,Minas Gerais
2003,47,Janeiro,Minas Gerais
2004,29,Janeiro,Minas Gerais
2005,52,Janeiro,Minas Gerais
2006,168,Janeiro,Minas Gerais
2007,115,Janeiro,Minas Gerais
2008,99,Janeiro,Minas Gerais
2009,82,Janeiro,Minas Gerais
2010,132,Janeiro,Minas Gerais
2011,112,Janeiro,Minas Gerais
2012,90,Janeiro,Minas Gerais
2013,93,Janeiro,Minas Gerais
2014,130,Janeiro,Minas Gerais
2015,127,Janeiro,Minas Gerais
2016,37,Janeiro,Minas Gerais
2017,99,Janeiro,Minas Gerais
2018,62,Janeiro,Minas Gerais
2019,142,Janeiro,Minas Gerais
2020,80,Janeiro,Minas Gerais
2021,96,Janeiro,Minas Gerais
1998,0,Fevereiro,Minas Gerais
1999,112,Fevereiro,Minas Gerais
2000,20,Fevereiro,Minas Gerais
2001,39,Fevereiro,Minas Gerais
2002,62,Fevereiro,Minas Gerais
2003,181,Fevereiro,Minas Gerais
2004,36,Fevereiro,Minas Gerais
2005,106,Fevereiro,Minas Gerais
2006,135,Fevereiro,Minas Gerais
2007,99,Fevereiro,Minas Gerais
2008,84,Fevereiro,Minas Gerais
2009,104,Fevereiro,Minas Gerais
2010,185,Fevereiro,Minas Gerais
2011,131,Fevereiro,Minas Gerais
2012,140,Fevereiro,Minas Gerais
2013,161,Fevereiro,Minas Gerais
2014,121,Fevereiro,Minas Gerais
2015,69,Fevereiro,Minas Gerais
2016,127,Fevereiro,Minas Gerais
2017,54,Fevereiro,Minas Gerais
2018,60,Fevereiro,Minas Gerais
2019,111,Fevereiro,Minas Gerais
2020,114,Fevereiro,Minas Gerais
2021,40,Fevereiro,Minas Gerais
1998,0,Março,Minas Gerais
1999,13,Março,Minas Gerais
2000,24,Março,Minas Gerais
2001,13,Março,Minas Gerais
2002,62,Março,Minas Gerais
2003,123,Março,Minas Gerais
2004,125,Março,Minas Gerais
2005,157,Março,Minas Gerais
2006,103,Março,Minas Gerais
2007,263,Março,Minas Gerais
2008,113,Março,Minas Gerais
2009,132,Março,Minas Gerais
2010,121,Março,Minas Gerais
2011,82,Março,Minas Gerais
2012,181,Março,Minas Gerais
2013,136,Março,Minas Gerais
2014,62,Março,Minas Gerais
2015,62,Março,Minas Gerais
2016,91,Março,Minas Gerais
2017,99,Março,Minas Gerais
2018,107,Março,Minas Gerais
2019,127,Março,Minas Gerais
2020,82,Março,Minas Gerais
2021,0,Março,Minas Gerais
1998,0,Abril,Minas Gerais
1999,27,Abril,Minas Gerais
2000,49,Abril,Minas Gerais
2001,60,Abril,Minas Gerais
2002,99,Abril,Minas Gerais
2003,265,Abril,Minas Gerais
2004,161,Abril,Minas Gerais
2005,227,Abril,Minas Gerais
2006,153,Abril,Minas Gerais
2007,188,Abril,Minas Gerais
2008,172,Abril,Minas Gerais
2009,61,Abril,Minas Gerais
2010,144,Abril,Minas Gerais
2011,97,Abril,Minas Gerais
2012,201,Abril,Minas Gerais
2013,80,Abril,Minas Gerais
2014,145,Abril,Minas Gerais
2015,85,Abril,Minas Gerais
2016,166,Abril,Minas Gerais
2017,67,Abril,Minas Gerais
2018,56,Abril,Minas Gerais
2019,85,Abril,Minas Gerais
2020,83,Abril,Minas Gerais
2021,0,Abril,Minas Gerais
1998,0,Maio,Minas Gerais
1999,51,Maio,Minas Gerais
2000,67,Maio,Minas Gerais
2001,83,Maio,Minas Gerais
2002,98,Maio,Minas Gerais
2003,369,Maio,Minas Gerais
2004,237,Maio,Minas Gerais
2005,230,Maio,Minas Gerais
2006,379,Maio,Minas Gerais
2007,473,Maio,Minas Gerais
2008,285,Maio,Minas Gerais
2009,200,Maio,Minas Gerais
2010,246,Maio,Minas Gerais
2011,201,Maio,Minas Gerais
2012,178,Maio,Minas Gerais
2013,182,Maio,Minas Gerais
2014,208,Maio,Minas Gerais
2015,109,Maio,Minas Gerais
2016,178,Maio,Minas Gerais
2017,124,Maio,Minas Gerais
2018,153,Maio,Minas Gerais
2019,143,Maio,Minas Gerais
2020,166,Maio,Minas Gerais
2021,0,Maio,Minas Gerais
1998,70,Junho,Minas Gerais
1999,133,Junho,Minas Gerais
2000,135,Junho,Minas Gerais
2001,165,Junho,Minas Gerais
2002,207,Junho,Minas Gerais
2003,1065,Junho,Minas Gerais
2004,303,Junho,Minas Gerais
2005,336,Junho,Minas Gerais
2006,444,Junho,Minas Gerais
2007,884,Junho,Minas Gerais
2008,283,Junho,Minas Gerais
2009,216,Junho,Minas Gerais
2010,619,Junho,Minas Gerais
2011,387,Junho,Minas Gerais
2012,245,Junho,Minas Gerais
2013,191,Junho,Minas Gerais
2014,344,Junho,Minas Gerais
2015,192,Junho,Minas Gerais
2016,241,Junho,Minas Gerais
2017,233,Junho,Minas Gerais
2018,201,Junho,Minas Gerais
2019,322,Junho,Minas Gerais
2020,272,Junho,Minas Gerais
2021,0,Junho,Minas Gerais
1998,231,Julho,Minas Gerais
1999,319,Julho,Minas Gerais
2000,345,Julho,Minas Gerais
2001,265,Julho,Minas Gerais
2002,888,Julho,Minas Gerais
2003,1465,Julho,Minas Gerais
2004,831,Julho,Minas Gerais
2005,874,Julho,Minas Gerais
2006,1277,Julho,Minas Gerais
2007,1429,Julho,Minas Gerais
2008,767,Julho,Minas Gerais
2009,515,Julho,Minas Gerais
2010,1040,Julho,Minas Gerais
2011,889,Julho,Minas Gerais
2012,701,Julho,Minas Gerais
2013,512,Julho,Minas Gerais
2014,537,Julho,Minas Gerais
2015,272,Julho,Minas Gerais
2016,986,Julho,Minas Gerais
2017,471,Julho,Minas Gerais
2018,557,Julho,Minas Gerais
2019,808,Julho,Minas Gerais
2020,536,Julho,Minas Gerais
2021,0,Julho,Minas Gerais
1998,878,Agosto,Minas Gerais
1999,1193,Agosto,Minas Gerais
2000,770,Agosto,Minas Gerais
2001,858,Agosto,Minas Gerais
2002,2142,Agosto,Minas Gerais
2003,2094,Agosto,Minas Gerais
2004,1865,Agosto,Minas Gerais
2005,1520,Agosto,Minas Gerais
2006,1948,Agosto,Minas Gerais
2007,3681,Agosto,Minas Gerais
2008,1448,Agosto,Minas Gerais
2009,702,Agosto,Minas Gerais
2010,3634,Agosto,Minas Gerais
2011,2445,Agosto,Minas Gerais
2012,919,Agosto,Minas Gerais
2013,933,Agosto,Minas Gerais
2014,1791,Agosto,Minas Gerais
2015,962,Agosto,Minas Gerais
2016,1563,Agosto,Minas Gerais
2017,1610,Agosto,Minas Gerais
2018,553,Agosto,Minas Gerais
2019,1369,Agosto,Minas Gerais
2020,1155,Agosto,Minas Gerais
2021,0,Agosto,Minas Gerais
1998,1977,Setembro,Minas Gerais
1999,2687,Setembro,Minas Gerais
2000,1080,Setembro,Minas Gerais
2001,1597,Setembro,Minas Gerais
2002,3818,Setembro,Minas Gerais
2003,7489,Setembro,Minas Gerais
2004,5288,Setembro,Minas Gerais
2005,2301,Setembro,Minas Gerais
2006,3077,Setembro,Minas Gerais
2007,6800,Setembro,Minas Gerais
2008,2765,Setembro,Minas Gerais
2009,1380,Setembro,Minas Gerais
2010,5200,Setembro,Minas Gerais
2011,5930,Setembro,Minas Gerais
2012,2919,Setembro,Minas Gerais
2013,1618,Setembro,Minas Gerais
2014,3154,Setembro,Minas Gerais
2015,2631,Setembro,Minas Gerais
2016,1979,Setembro,Minas Gerais
2017,3084,Setembro,Minas Gerais
2018,1860,Setembro,Minas Gerais
2019,3833,Setembro,Minas Gerais
2020,3467,Setembro,Minas Gerais
2021,0,Setembro,Minas Gerais
1998,1091,Outubro,Minas Gerais
1999,1361,Outubro,Minas Gerais
2000,1954,Outubro,Minas Gerais
2001,529,Outubro,Minas Gerais
2002,4660,Outubro,Minas Gerais
2003,5540,Outubro,Minas Gerais
2004,3062,Outubro,Minas Gerais
2005,7145,Outubro,Minas Gerais
2006,815,Outubro,Minas Gerais
